Date of analysis,Country,Total country population,Level 1,Area,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#date+start+current,#date+end+current,#affected+num+ipc+current+total,#affected+num+ipc+current+p3plus,#affected+pct+ipc+current+p3plus,#affected+num+ipc+current+phase1,#affected+pct+ipc+current+phase1,#affected+num+ipc+current+phase2,#affected+pct+ipc+current+phase2,#affected+num+ipc+current+phase3,#affected+pct+ipc+current+phase3,#affected+num+ipc+current+phase4,#affected+pct+ipc+current+phase4,#affected+num+ipc+current+phase5,#affected+pct+ipc+current+phase5,#date+start+first_projection,#date+end+first_projection,#affected+num+ipc+first_projection+total,#affected+num+ipc+first_projection+p3plus,#affected+pct+ipc+first_projection+p3plus,#affected+num+ipc+first_projection+phase1,#affected+pct+ipc+first_projection+phase1,#affected+num+ipc+first_projection+phase2,#affected+pct+ipc+first_projection+phase2,#affected+num+ipc+first_projection+phase3,#affected+pct+ipc+first_projection+phase3,#affected+num+ipc+first_projection+phase4,#affected+pct+ipc+first_projection+phase4,#affected+num+ipc+first_projection+phase5,#affected+pct+ipc+first_projection+phase5,#date+start+second_projection,#date+end+second_projection,#affected+num+ipc+second_projection+total,#affected+num+ipc+second_projection+p3plus,#affected+pct+ipc+second_projection+p3plus,#affected+num+ipc+second_projection+phase1,#affected+pct+ipc+second_projection+phase1,#affected+num+ipc+second_projection+phase2,#affected+pct+ipc+second_projection+phase2,#affected+num+ipc+second_projection+phase3,#affected+pct+ipc+second_projection+phase3,#affected+num+ipc+second_projection+phase4,#affected+pct+ipc+second_projection+phase4,#affected+num+ipc+second_projection+phase5,#affected+pct+ipc+second_projection+phase5
Aug 2024,YEM,10156422,Taizz,Salh,2024-07-01,2024-09-30,188348,103591,0.55,37670,0.2,47087,0.25,75339,0.4,28252,0.15,0,0,2024-10-01,2025-03-31,185804,102193,0.55,37161,0.2,46451,0.25,74322,0.4,27871,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Al qahirah,2024-07-01,2024-09-30,204934,92220,0.45,51234,0.25,61480,0.3,71727,0.35,20493,0.1,0,0,2024-10-01,2025-03-31,208182,93682,0.45,52046,0.25,62455,0.3,72864,0.35,20818,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Al misrakh,2024-07-01,2024-09-30,123680,55656,0.45,24736,0.2,43288,0.35,37104,0.3,18552,0.15,0,0,2024-10-01,2025-03-31,128572,51429,0.4,25714,0.2,51429,0.4,38572,0.3,12857,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,As silw,2024-07-01,2024-09-30,65661,36113,0.55,9849,0.15,19698,0.3,26264,0.4,9849,0.15,0,0,2024-10-01,2025-03-31,67622,30430,0.45,10143,0.15,27049,0.4,23668,0.35,6762,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Jabal habashy,2024-07-01,2024-09-30,160654,88360,0.55,32131,0.2,40164,0.25,64262,0.4,24098,0.15,0,0,2024-10-01,2025-03-31,157506,78753,0.5,31501,0.2,47252,0.3,55127,0.35,23626,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Sabir al mawadim,2024-07-01,2024-09-30,152015,76007,0.5,38004,0.25,38004,0.25,53205,0.35,22802,0.15,0,0,2024-10-01,2025-03-31,149498,67274,0.45,37375,0.25,44849,0.3,44849,0.3,22425,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Al mawasit,2024-07-01,2024-09-30,183662,91831,0.5,55099,0.3,36732,0.2,64282,0.35,27549,0.15,0,0,2024-10-01,2025-03-31,186568,93284,0.5,55970,0.3,37314,0.2,74627,0.4,18657,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Ash shamayatayn,2024-07-01,2024-09-30,268661,134330,0.5,67165,0.25,67165,0.25,94031,0.35,40299,0.15,0,0,2024-10-01,2025-03-31,264056,132028,0.5,66014,0.25,66014,0.25,92420,0.35,39608,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Al  mukha,2024-07-01,2024-09-30,73399,36700,0.5,14680,0.2,22020,0.3,22020,0.3,14680,0.2,0,0,2024-10-01,2025-03-31,97303,43786,0.45,19461,0.2,34056,0.35,29191,0.3,14595,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Dhubab,2024-07-01,2024-09-30,29350,14675,0.5,5870,0.2,8805,0.3,8805,0.3,5870,0.2,0,0,2024-10-01,2025-03-31,42688,19209,0.45,8538,0.2,14941,0.35,12806,0.3,6403,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Al ma'afer,2024-07-01,2024-09-30,186442,93221,0.5,46611,0.25,46611,0.25,55933,0.3,37288,0.2,0,0,2024-10-01,2025-03-31,188755,94377,0.5,47189,0.25,47189,0.25,66064,0.35,28313,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Taizz,Mashra'a wa hadnan,2024-07-01,2024-09-30,35361,17680,0.5,8840,0.25,8840,0.25,12376,0.35,5304,0.15,0,0,2024-10-01,2025-03-31,35959,14384,0.4,8990,0.25,12586,0.35,10788,0.3,3596,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Aden,Al buraiqeh,2024-07-01,2024-09-30,153839,69228,0.45,38460,0.25,46152,0.3,61536,0.4,7692,0.05,0,0,2024-10-01,2025-03-31,152824,68771,0.45,38206,0.25,45847,0.3,61130,0.4,7641,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Aden,Al mansura,2024-07-01,2024-09-30,213686,85474,0.4,53422,0.25,74790,0.35,74790,0.35,10684,0.05,0,0,2024-10-01,2025-03-31,214710,96620,0.45,42942,0.2,75149,0.35,85884,0.4,10736,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Aden,Ash shaikh outhman,2024-07-01,2024-09-30,218129,87251,0.4,65439,0.3,65439,0.3,76345,0.35,10906,0.05,0,0,2024-10-01,2025-03-31,218269,98221,0.45,54567,0.25,65481,0.3,87308,0.4,10913,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Aden,Dar sad,2024-07-01,2024-09-30,197621,98810,0.5,49405,0.25,49405,0.25,69167,0.35,29643,0.15,0,0,2024-10-01,2025-03-31,194871,107179,0.55,48718,0.25,38974,0.2,68205,0.35,38974,0.2,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Aden,Craiter,2024-07-01,2024-09-30,155038,62015,0.4,46511,0.3,46511,0.3,54263,0.35,7752,0.05,0,0,2024-10-01,2025-03-31,156899,62760,0.4,39225,0.25,54915,0.35,54915,0.35,7845,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Aden,Al mualla,2024-07-01,2024-09-30,102722,41089,0.4,25681,0.25,35953,0.35,35953,0.35,5136,0.05,0,0,2024-10-01,2025-03-31,103096,41239,0.4,25774,0.25,36084,0.35,36084,0.35,5155,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Aden,Attawahi,2024-07-01,2024-09-30,109437,38303,0.35,32831,0.3,38303,0.35,32831,0.3,5472,0.05,0,0,2024-10-01,2025-03-31,110816,44327,0.4,27704,0.25,38786,0.35,38786,0.35,5541,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Aden,Khur maksar,2024-07-01,2024-09-30,96541,38616,0.4,24135,0.25,33789,0.35,33789,0.35,4827,0.05,0,0,2024-10-01,2025-03-31,96743,38697,0.4,24186,0.25,33860,0.35,33860,0.35,4837,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Ain,2024-07-01,2024-09-30,34039,13616,0.4,11914,0.35,8510,0.25,8510,0.25,5106,0.15,0,0,2024-10-01,2025-03-31,34606,12112,0.35,12112,0.35,10382,0.3,10382,0.3,1730,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Bayhan,2024-07-01,2024-09-30,72377,32570,0.45,18094,0.25,21713,0.3,25332,0.35,7238,0.1,0,0,2024-10-01,2025-03-31,73677,29471,0.4,18419,0.25,25787,0.35,29471,0.4,0,0,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Ar rawdah,2024-07-01,2024-09-30,43190,17277,0.4,12957,0.3,12957,0.3,15117,0.35,2160,0.05,0,0,2024-10-01,2025-03-31,42546,14891,0.35,12764,0.3,14891,0.35,14891,0.35,0,0,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Rudum,2024-07-01,2024-09-30,28961,14480,0.5,7240,0.25,7240,0.25,10136,0.35,4344,0.15,0,0,2024-10-01,2025-03-31,28501,12825,0.45,7125,0.25,8550,0.3,9975,0.35,2850,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Habban,2024-07-01,2024-09-30,46120,18448,0.4,13836,0.3,13836,0.3,13836,0.3,4612,0.1,0,0,2024-10-01,2025-03-31,45547,18219,0.4,13664,0.3,13664,0.3,13664,0.3,4555,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Mayfa'a,2024-07-01,2024-09-30,60761,30380,0.5,15190,0.25,15190,0.25,21266,0.35,9114,0.15,0,0,2024-10-01,2025-03-31,60060,27027,0.45,15015,0.25,18018,0.3,21021,0.35,6006,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Arma,2024-07-01,2024-09-30,15638,7038,0.45,4691,0.3,3910,0.25,3910,0.25,3128,0.2,0,0,2024-10-01,2025-03-31,15392,6157,0.4,4618,0.3,4618,0.3,3848,0.25,2309,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Merkhah al ulya,2024-07-01,2024-09-30,49468,29681,0.6,4947,0.1,14840,0.3,19787,0.4,9894,0.2,0,0,2024-10-01,2025-03-31,50209,27615,0.55,5021,0.1,17573,0.35,22594,0.45,5021,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Usaylan,2024-07-01,2024-09-30,48492,21822,0.45,14548,0.3,12123,0.25,14548,0.3,7274,0.15,0,0,2024-10-01,2025-03-31,49253,19702,0.4,14776,0.3,14776,0.3,17239,0.35,2463,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Nisab,2024-07-01,2024-09-30,64857,35671,0.55,16214,0.25,12971,0.2,22700,0.35,12971,0.2,0,0,2024-10-01,2025-03-31,63891,31946,0.5,15973,0.25,15973,0.25,22362,0.35,9584,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Al talh,2024-07-01,2024-09-30,14593,6567,0.45,4378,0.3,3648,0.25,4378,0.3,2189,0.15,0,0,2024-10-01,2025-03-31,14329,5731,0.4,4299,0.3,4299,0.3,5015,0.35,716,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,As said,2024-07-01,2024-09-30,46044,20720,0.45,9209,0.2,16115,0.35,13813,0.3,6907,0.15,0,0,2024-10-01,2025-03-31,45482,18193,0.4,9096,0.2,18193,0.4,13645,0.3,4548,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Jardan,2024-07-01,2024-09-30,22727,10227,0.45,5682,0.25,6818,0.3,6818,0.3,3409,0.15,0,0,2024-10-01,2025-03-31,23108,9243,0.4,5777,0.25,8088,0.35,8088,0.35,1155,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Hatib,2024-07-01,2024-09-30,20072,11039,0.55,4014,0.2,5018,0.25,7025,0.35,4014,0.2,0,0,2024-10-01,2025-03-31,19700,9850,0.5,3940,0.2,5910,0.3,7880,0.4,1970,0.1,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Ataq,2024-07-01,2024-09-30,79498,31799,0.4,23849,0.3,23849,0.3,23849,0.3,7950,0.1,0,0,2024-10-01,2025-03-31,77991,27297,0.35,23397,0.3,27297,0.35,23397,0.3,3900,0.05,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Dhar,2024-07-01,2024-09-30,15265,8396,0.55,3816,0.25,3053,0.2,5343,0.35,3053,0.2,0,0,2024-10-01,2025-03-31,15008,7504,0.5,3752,0.25,3752,0.25,5253,0.35,2251,0.15,0,0,,,0,,,,,,,,,,,,
Aug 2024,YEM,10156422,Shabwah,Merkhah as sufla,2024-07-01,2024-09-30,60500,27225,0.45,15125,0.25,18150,0.3,15125,0.25,12100,0.2,0,0,2024-10-01,2025-03-31,61601,24640,0.4,15400,0.25,21560,0.35,18480,0.3,6160,0.1,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,As silw,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,65661,36113,0.55,13132,0.2,16415,0.25,26264,0.4,9849,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Al misrakh,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,123680,55656,0.45,37104,0.3,30920,0.25,43288,0.35,12368,0.1,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Jabal habashy,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,160654,80326,0.5,32130,0.2,48196,0.3,56228,0.35,24098,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Al wazi'iyah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,4508,2028,0.45,1803,0.4,676,0.15,1352,0.3,676,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Salh,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,188348,94173,0.5,56504,0.3,37669,0.2,65921,0.35,28252,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Sabir al mawadim,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,152015,76007,0.5,45604,0.3,30403,0.2,53205,0.35,22802,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Al mudhaffar,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,238165,107173,0.45,71449,0.3,59541,0.25,83357,0.35,23816,0.1,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Al ma'afer,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,186442,93220,0.5,46610,0.25,46610,0.25,55932,0.3,37288,0.2,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Al qahirah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,204934,81973,0.4,61480,0.3,61480,0.3,61480,0.3,20493,0.1,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Ash shamayatayn,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,268661,134330,0.5,67165,0.25,67165,0.25,94031,0.35,40299,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Mawza,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,30573,15285,0.5,7643,0.25,7643,0.25,9171,0.3,6114,0.2,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Dhubab,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,29350,13207,0.45,8805,0.3,7337,0.25,8805,0.3,4402,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Al mawasit,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,183662,91830,0.5,55098,0.3,36732,0.2,64281,0.35,27549,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Al  mukha,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,73399,36698,0.5,14679,0.2,22019,0.3,25689,0.35,11009,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Taizz,Mashra'a wa hadnan,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,35361,15912,0.45,10608,0.3,8840,0.25,10608,0.3,5304,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Qishn,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,23563,7068,0.3,9425,0.4,7068,0.3,5890,0.25,1178,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Al masilah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,20827,6247,0.3,7289,0.35,7289,0.35,5206,0.25,1041,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Huswain,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,24227,10901,0.45,7268,0.3,6056,0.25,6056,0.25,4845,0.2,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Hat,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,6039,2113,0.35,2113,0.35,1811,0.3,2113,0.35,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Al ghaydah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,67621,27048,0.4,20286,0.3,20286,0.3,13524,0.2,13524,0.2,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Sayhut,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,24737,7420,0.3,8657,0.35,8657,0.35,6184,0.25,1236,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Shahan,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,9129,3195,0.35,2738,0.3,3195,0.35,3195,0.35,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Man'ar,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,10641,3724,0.35,4256,0.4,2660,0.25,2660,0.25,1064,0.1,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Maharah,Hawf,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,11272,3944,0.35,3945,0.35,3381,0.3,3381,0.3,563,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Hudaydah,Hays,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,45931,25261,0.55,9186,0.2,11482,0.25,16075,0.35,9186,0.2,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Al Hudaydah,Al khawkhah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,126957,63477,0.5,25391,0.2,38087,0.3,44434,0.35,19043,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Rakhyah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,14748,5161,0.35,4424,0.3,5161,0.35,5161,0.35,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Shibam,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,85432,34172,0.4,17086,0.2,34172,0.4,29901,0.35,4271,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Amd,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,34551,8637,0.25,10365,0.3,15547,0.45,8637,0.25,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Sah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,41277,10319,0.25,12383,0.3,18574,0.45,10319,0.25,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Ad dis,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,40595,16237,0.4,12178,0.3,12178,0.3,14208,0.35,2029,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Daw'an,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,75910,18977,0.25,26568,0.35,30364,0.4,18977,0.25,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Adh dhlia'ah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,31332,12532,0.4,7833,0.25,10966,0.35,10966,0.35,1566,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Ghayl ba wazir,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,85565,25669,0.3,29947,0.35,29947,0.35,25669,0.3,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Al qaf,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,3715,928,0.25,1114,0.3,1671,0.45,928,0.25,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Wadi al ayn,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,49363,12340,0.25,14808,0.3,22213,0.45,12340,0.25,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Zamakh wa manwakh,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,4568,1141,0.25,1370,0.3,2055,0.45,913,0.2,228,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Al abr,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,21707,6512,0.3,5426,0.25,9768,0.45,6512,0.3,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Thamud,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,8336,3333,0.4,2084,0.25,2917,0.35,2917,0.35,416,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Ash shihr,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,130881,52352,0.4,26176,0.2,52352,0.4,39264,0.3,13088,0.1,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Al mukalla,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,29681,10388,0.35,8904,0.3,10388,0.35,8904,0.3,1484,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Ghayl bin yamin,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,47466,23732,0.5,11866,0.25,11866,0.25,16613,0.35,7119,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Yabuth,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,16924,5923,0.35,4231,0.25,6769,0.4,5077,0.3,846,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,As sawm,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,21668,9749,0.45,5417,0.25,6500,0.3,7583,0.35,2166,0.1,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Ar raydah wa qusayar,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,76627,34481,0.45,19156,0.25,22988,0.3,26819,0.35,7662,0.1,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Hagr as sai'ar,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,4317,863,0.2,1510,0.35,1942,0.45,863,0.2,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Hajr,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,44149,24281,0.55,11037,0.25,8829,0.2,17659,0.4,6622,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Al qatn,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,111634,39071,0.35,22326,0.2,50235,0.45,39071,0.35,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Rumah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,11396,2849,0.25,5128,0.45,3418,0.3,2849,0.25,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Tarim,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,176996,70797,0.4,53098,0.3,53098,0.3,61948,0.35,8849,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Sayun,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,200315,50078,0.25,60094,0.3,90141,0.45,50078,0.25,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Al mukalla city,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,312152,93645,0.3,93645,0.3,124860,0.4,93645,0.3,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Brom mayfa,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,27056,10821,0.4,6764,0.25,9469,0.35,9469,0.35,1352,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Hadramaut,Huraidhah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,32854,8213,0.25,8213,0.25,16427,0.5,8213,0.25,0,0,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Marib,Marib,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,316229,189736,0.6,63245,0.2,63245,0.2,126491,0.4,63245,0.2,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Marib,Harib,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,132933,66465,0.5,39879,0.3,26586,0.2,39879,0.3,26586,0.2,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Marib,Raghwan,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,23136,6940,0.3,9254,0.4,6940,0.3,5784,0.25,1156,0.05,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Marib,Marib city,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,1151753,691051,0.6,230350,0.2,230350,0.2,460701,0.4,230350,0.2,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Lahj,Al maqatirah,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,86763,39042,0.45,26028,0.3,21690,0.25,26028,0.3,13014,0.15,0,0,,,0,,,,,,,,,,,,
Oct 2023,YEM,33733413,Lahj,Yafa'a,,,0,,,,,,,,,,,,,2023-10-01,2024-02-29,116269,40693,0.35,46507,0.4,29067,0.25,34880,0.3,5813,0.05,0,0,,,0,,,,,,,,,,,,
